source	target	strength	***
T00123	R22366	0.98	***
T00123	R35944	0.98	***
T00123	R19727	0.98	***
T00123	R19728	0.98	***
T00123	R11383	0.98	***
T00123	R01258	0.98	***
T00123	R36611	0.98	***
T00123	R08494	0.98	***
T00123	R64946	0.98	***
T00123	R25000	0.98	***
T00123	R38461	0.98	***
T00123	R59490	0.98	***
T00123	R27963	0.98	***
T00123	R32291	0.98	***
T00123	R29975	0.98	***
T00123	R62946	0.98	***
T00123	R67340	0.98	***
T00123	R31558	0.98	***
T00123	R67305	0.98	***
T00123	R67309	0.98	***
T00123	R31592	0.98	***
T00123	R60945	0.98	***
T00123	R01564	0.98	***
T00123	R17130	0.98	***
T00123	R37726	0.98	***
T00123	R02454	0.98	***
T00123	R14971	0.98	***
T00123	R23242	0.98	***
T00123	R03386	0.98	***
T00123	R14160	0.98	***
T00123	R60089	0.98	***
T00123	R01285	0.98	***
T00123	R30931	0.98	***
T00133	R02963	0.98	***
T00133	R03082	0.98	***
T00133	R03533	0.98	***
T00133	R20747	0.98	***
T00133	R25003	0.98	***
T00133	R23156	0.98	***
T00133	R24028	0.98	***
T00133	R25291	0.98	***
T00133	R29956	0.98	***
T00133	R00199	0.98	***
T00133	R64855	0.98	***
T00133	R66333	0.98	***
T00133	R63058	0.98	***
T00133	R60543	0.98	***
T00133	R57580	0.98	***
T00133	R20759	0.98	***
T00133	R11553	0.98	***
T00133	R15123	0.98	***
T00133	R40927	0.98	***
T00133	R02420	0.98	***
T00133	R62972	0.98	***
T00133	R62973	0.98	***
T00133	R21775	0.98	***
T00133	R62338	0.98	***
T00133	R26587	0.98	***
T00133	R30618	0.98	***
T00133	R62608	0.98	***
T00133	R08102	0.98	***
T00133	R25008	0.98	***
T00133	R25298	0.98	***
T00133	R65615	0.98	***
T00133	R27992	0.98	***
T00133	R21383	0.98	***
T00133	R67452	0.98	***
T00133	R67453	0.98	***
T00133	R67454	0.98	***
T00133	R67346	0.98	***
T00133	R67348	0.98	***
T00133	R68064	0.98	***
T00133	R32256	0.98	***
T00133	R32257	0.98	***
T00133	R62977	0.98	***
T00133	R62914	0.98	***
T00133	R34933	0.98	***
T00133	R30365	0.98	***
T00133	R30605	0.98	***
T00133	R28264	0.98	***
T00133	R59117	0.98	***
T00133	R59118	0.98	***
T00133	R64931	0.98	***
T00133	R64932	0.98	***
T00133	R64934	0.98	***
T00133	R64935	0.98	***
T00133	R24143	0.98	***
T00133	R41717	0.98	***
T00133	R61970	0.98	***
T00133	R61972	0.98	***
T00133	R26710	0.98	***
T00133	R65485	0.98	***
T00133	R36308	0.98	***
T00133	R04127	0.98	***
T00133	R61832	0.98	***
T00133	R26909	0.98	***
T00133	R20982	0.98	***
T00133	R29738	0.98	***
T00133	R25208	0.98	***
T00133	R14540	0.98	***
T00133	R67078	0.98	***
T00133	R60801	0.98	***
T00133	R55747	0.98	***
T00133	R36614	0.98	***
T00133	R32275	0.98	***
T00133	R14730	0.98	***
T00133	R36330	0.98	***
T00133	R20615	0.98	***
T00133	R19568	0.98	***
T00133	R19569	0.98	***
T00133	R23150	0.98	***
T00133	R39947	0.98	***
T00133	R28518	0.98	***
T00133	R32843	0.98	***
T00133	R39854	0.98	***
T00133	R66419	0.98	***
T00133	R26802	0.98	***
T00133	R31706	0.98	***
T00133	R31708	0.98	***
T00133	R41737	0.98	***
T00133	R28548	0.98	***
T00133	R29722	0.98	***
T00133	R25290	0.98	***
T00133	R35430	0.98	***
T00133	R29092	0.98	***
T00133	R29093	0.98	***
T00133	R34716	0.98	***
T00133	R03522	0.98	***
T00133	R25249	0.98	***
T00133	R60811	0.98	***
T00133	R14544	0.98	***
T00133	R29953	0.98	***
T00133	R25018	0.98	***
T00133	R30031	0.98	***
T00133	R26674	0.98	***
T00133	R39833	0.98	***
T00133	R31024	0.98	***
T00133	R66292	0.98	***
T00133	R31611	0.98	***
T00133	R14725	0.98	***
T00133	R26758	0.98	***
T00133	R08483	0.98	***
T00133	R09953	0.98	***
T00133	R14786	0.98	***
T00133	R64355	0.98	***
T00133	R38717	0.98	***
T00133	R42519	0.98	***
T00133	R42520	0.98	***
T00133	R62790	0.98	***
T00133	R62791	0.98	***
T00133	R59991	0.98	***
T00133	R64459	0.98	***
T00133	R64460	0.98	***
T00133	R59836	0.98	***
T00133	R67678	0.98	***
T00133	R37694	0.98	***
T00133	R26793	0.98	***
T00133	R26797	0.98	***
T00133	R00235	0.98	***
T00133	R09882	0.98	***
T00133	R24701	0.98	***
T00133	R25170	0.98	***
T00133	R26528	0.98	***
T00133	R28553	0.98	***
T00133	R34213	0.98	***
T00133	R55780	0.98	***
T00133	R55786	0.98	***
T00133	R55789	0.98	***
T00133	R25055	0.98	***
T00133	R34900	0.98	***
T00133	R15813	0.98	***
T00133	R15814	0.98	***
T00133	R40491	0.98	***
T00133	R40652	0.98	***
T00133	R01037	0.98	***
T00133	R26884	0.98	***
T00133	R40078	0.98	***
T00133	R40087	0.98	***
T00133	R37737	0.98	***
T00133	R18404	0.98	***
T00133	R32816	0.98	***
T00133	R67583	0.98	***
T00133	R29634	0.98	***
T00133	R22860	0.98	***
T00133	R35944	0.98	***
T00133	R42041	0.98	***
T00133	R34120	0.98	***
T00133	R11383	0.98	***
T00133	R38720	0.98	***
T00133	R42031	0.98	***
T00133	R39872	0.98	***
T00133	R01258	0.98	***
T00133	R55848	0.98	***
T00133	R36611	0.98	***
T00133	R08493	0.98	***
T00133	R08494	0.98	***
T00133	R57523	0.98	***
T00133	R24999	0.98	***
T00133	R67505	0.98	***
T00133	R11552	0.98	***
T00133	R67201	0.98	***
T00133	R27962	0.98	***
T00133	R32291	0.98	***
T00133	R64470	0.98	***
T00133	R34853	0.98	***
T00133	R00007	0.98	***
T00133	R37644	0.98	***
T00133	R40017	0.98	***
T00133	R63471	0.98	***
T00133	R29975	0.98	***
T00133	R22636	0.98	***
T00133	R62946	0.98	***
T00133	R67340	0.98	***
T00133	R64814	0.98	***
T00133	R31056	0.98	***
T00133	R65836	0.98	***
T00133	R19623	0.98	***
T00133	R19624	0.98	***
T00133	R21760	0.98	***
T00133	R21763	0.98	***
T00133	R40648	0.98	***
T00133	R21747	0.98	***
T00133	R64837	0.98	***
T00133	R63071	0.98	***
T00133	R29828	0.98	***
T00133	R03186	0.98	***
T00133	R24500	0.98	***
T00133	R64839	0.98	***
T00133	R60236	0.98	***
T00133	R36401	0.98	***
T00133	R31558	0.98	***
T00133	R40563	0.98	***
T00133	R33800	0.98	***
T00133	R60945	0.98	***
T00133	R01564	0.98	***
T00133	R01559	0.98	***
T00133	R37726	0.98	***
T00133	R31379	0.98	***
T00133	R65079	0.98	***
T00133	R02454	0.98	***
T00133	R03386	0.98	***
T00133	R31616	0.98	***
T00133	R14160	0.98	***
T00133	R34548	0.98	***
T00133	R01285	0.98	***
T00133	R03532	0.98	***
T00133	R30931	0.98	***
T00133	R26861	0.98	***
T00133	R39337	0.98	***
T00133	R26504	0.98	***
T00133	R18127	0.98	***
T00133	R18128	0.98	***
T00133	R18130	0.98	***
T00133	R01358	0.98	***
T00133	R01383	0.98	***
T00133	R01384	0.98	***
T00133	R01394	0.98	***
T00133	R01412	0.98	***
T00137	R32837	0.98	***
T00137	R01098	0.98	***
T00137	R31097	0.98	***
T00137	R20700	0.98	***
T00137	R60154	0.98	***
T00137	R40862	0.98	***
T00137	R25384	0.98	***
T00137	R41357	0.98	***
T00137	R31128	0.98	***
T00137	R31131	0.98	***
T00137	R29667	0.98	***
T00137	R38716	0.98	***
T00137	R63879	0.98	***
T00137	R63882	0.98	***
T00137	R63883	0.98	***
T00137	R63884	0.98	***
T00137	R63885	0.98	***
T00137	R63886	0.98	***
T00137	R63599	0.98	***
T00137	R63890	0.98	***
T00137	R63891	0.98	***
T00137	R26922	0.98	***
T00137	R26923	0.98	***
T00137	R63887	0.98	***
T00137	R63889	0.98	***
T00137	R39196	0.98	***
T00137	R04082	0.98	***
T00137	R31140	0.98	***
T00137	R31141	0.98	***
T00137	R31218	0.98	***
T00137	R23912	0.98	***
T00137	R23914	0.98	***
T00137	R35416	0.98	***
T00137	R35421	0.98	***
T00137	R31179	0.98	***
T00137	R58911	0.98	***
T00137	R62280	0.98	***
T00137	R59156	0.98	***
T00137	R28489	0.98	***
T00137	R31109	0.98	***
T00137	R25847	0.98	***
T00137	R33925	0.98	***
T00137	R21711	0.98	***
T00137	R21712	0.98	***
T00137	R21713	0.98	***
T00137	R21714	0.98	***
T00137	R21719	0.98	***
T00137	R21723	0.98	***
T00137	R62519	0.98	***
T00137	R68630	0.98	***
T00137	R31170	0.98	***
T00137	R31171	0.98	***
T00137	R34946	0.98	***
T00137	R21801	0.98	***
T00137	R58919	0.98	***
T00137	R02206	0.98	***
T00140	R12283	0.98	***
T00140	R12284	0.98	***
T00140	R12285	0.98	***
T00140	R12286	0.98	***
T00140	R12287	0.98	***
T00140	R12288	0.98	***
T00140	R12289	0.98	***
T00140	R12290	0.98	***
T00140	R12291	0.98	***
T00140	R12292	0.98	***
T00140	R12293	0.98	***
T00140	R12294	0.98	***
T00140	R12295	0.98	***
T00140	R12296	0.98	***
T00140	R12297	0.98	***
T00140	R12298	0.98	***
T00140	R12299	0.98	***
T00140	R12300	0.98	***
T00140	R12301	0.98	***
T00140	R02092	0.98	***
T00140	R02094	0.98	***
T00140	R03222	0.98	***
T00140	R03223	0.98	***
T00140	R03224	0.98	***
T00140	R03225	0.98	***
T00140	R03226	0.98	***
T00140	R03227	0.98	***
T00140	R03228	0.98	***
T00140	R03229	0.98	***
T00140	R03230	0.98	***
T00140	R04455	0.98	***
T00140	R12424	0.98	***
T00140	R12425	0.98	***
T00140	R12426	0.98	***
T00140	R08895	0.98	***
T00140	R08897	0.98	***
T00140	R08899	0.98	***
T00140	R09477	0.98	***
T00140	R09594	0.98	***
T00140	R09595	0.98	***
T00140	R19929	0.98	***
T00140	R32214	0.98	***
T00140	R32218	0.98	***
T00140	R32215	0.98	***
T00140	R32216	0.98	***
T00140	R09493	0.98	***
T00140	R01916	0.98	***
T00140	R02893	0.98	***
T00140	R04415	0.98	***
T00140	R04462	0.98	***
T00140	R09480	0.98	***
T00140	R09484	0.98	***
T00140	R18807	0.98	***
T00140	R18808	0.98	***
T00140	R18884	0.98	***
T00140	R15674	0.98	***
T00140	R08889	0.98	***
T00140	R08891	0.98	***
T00140	R08892	0.98	***
T00140	R08893	0.98	***
T00140	R19591	0.98	***
T00140	R08887	0.98	***
T00140	R08888	0.98	***
T00140	R02207	0.98	***
T00140	R09539	0.98	***
T00140	R04414	0.98	***
T00140	R14386	0.98	***
T00149	R13348	0.98	***
T00149	R04591	0.98	***
T00149	R03405	0.98	***
T00149	R03406	0.98	***
T00149	R00135	0.98	***
T00149	R20457	0.98	***
T00149	R24217	0.98	***
T00149	R24215	0.98	***
T00149	R15902	0.98	***
T00149	R15904	0.98	***
T00149	R20399	0.98	***
T00149	R20939	0.98	***
T00149	R20945	0.98	***
T00149	R16929	0.98	***
T00149	R00912	0.98	***
T00149	R00911	0.98	***
T00149	R03931	0.98	***
T00150	R23183	0.98	***
T00150	R23483	0.98	***
T00150	R37426	0.98	***
T00150	R37427	0.98	***
T00150	R20553	0.98	***
T00150	R69245	0.98	***
T00150	R35116	0.98	***
T00150	R38073	0.98	***
T00150	R35981	0.98	***
T00150	R35983	0.98	***
T00150	R40867	0.98	***
T00150	R40868	0.98	***
T00150	R40869	0.98	***
T00150	R24187	0.98	***
T00150	R21155	0.98	***
T00150	R58364	0.98	***
T00150	R20773	0.98	***
T00150	R26783	0.98	***
T00150	R20798	0.98	***
T00150	R20904	0.98	***
T00150	R21047	0.98	***
T00150	R04358	0.98	***
T00150	R33457	0.98	***
T00150	R16055	0.98	***
T00150	R19303	0.98	***
T00150	R20764	0.98	***
T00150	R25570	0.98	***
T00150	R21558	0.98	***
T00150	R59033	0.98	***
T00150	R32745	0.98	***
T00150	R00564	0.98	***
T00150	R01858	0.98	***
T00150	R02048	0.98	***
T00150	R02888	0.98	***
T00150	R04200	0.98	***
T00150	R58086	0.98	***
T00150	R22907	0.98	***
T00150	R03119	0.98	***
T00150	R16628	0.98	***
T00150	R39682	0.98	***
T00150	R22694	0.98	***
T00150	R31443	0.98	***
T00150	R00766	0.98	***
T00150	R00768	0.98	***
T00150	R36129	0.98	***
T00150	R37312	0.98	***
T00150	R01088	0.98	***
T00150	R13374	0.98	***
T00150	R04736	0.98	***
T00150	R20809	0.98	***
T00150	R16941	0.98	***
T00150	R16682	0.98	***
T00150	R38517	0.98	***
T00150	R59003	0.98	***
T00150	R37326	0.98	***
T00150	R03038	0.98	***
T00150	R66790	0.98	***
T00150	R21179	0.98	***
T00150	R21177	0.98	***
T00150	R20886	0.98	***
T00150	R29571	0.98	***
T00150	R36031	0.98	***
T00150	R67558	0.98	***
T00150	R58569	0.98	***
T00150	R42197	0.98	***
T00150	R22460	0.98	***
T00150	R16237	0.98	***
T00150	R16238	0.98	***
T00150	R19533	0.98	***
T00150	R22518	0.98	***
T00150	R38944	0.98	***
T00150	R16955	0.98	***
T00150	R22610	0.98	***
T00150	R22611	0.98	***
T00150	R33205	0.98	***
T00150	R01443	0.98	***
T00150	R20768	0.98	***
T00150	R34164	0.98	***
T00150	R00511	0.98	***
T00150	R27263	0.98	***
T00150	R27264	0.98	***
T00150	R27265	0.98	***
T00150	R13353	0.98	***
T00150	R37388	0.98	***
T00150	R22901	0.98	***
T00150	R17073	0.98	***
T00150	R03043	0.98	***
T00150	R22612	0.98	***
T00150	R61165	0.98	***
T00150	R61167	0.98	***
T00150	R05057	0.98	***
T00150	R18473	0.98	***
T00150	R18859	0.98	***
T00150	R22137	0.98	***
T00151	R14309	0.98	***
T00151	R04132	0.98	***
T00151	R00571	0.98	***
T00151	R16609	0.98	***
T00151	R02195	0.98	***
T00151	R23028	0.98	***
T00151	R23023	0.98	***
T00151	R23030	0.98	***
T00151	R01373	0.98	***
T00151	R01374	0.98	***
T00151	R01421	0.98	***
T00154	R00988	0.98	***
T00154	R00989	0.98	***
T00154	R21590	0.98	***
T00154	R22850	0.98	***
T00154	R23183	0.98	***
T00154	R61506	0.98	***
T00154	R56818	0.98	***
T00154	R33626	0.98	***
T00154	R33627	0.98	***
T00154	R21345	0.98	***
T00154	R25973	0.98	***
T00154	R61511	0.98	***
T00154	R21155	0.98	***
T00154	R04365	0.98	***
T00154	R04366	0.98	***
T00154	R36721	0.98	***
T00154	R04344	0.98	***
T00154	R20773	0.98	***
T00154	R61508	0.98	***
T00154	R31586	0.98	***
T00154	R41497	0.98	***
T00154	R21585	0.98	***
T00154	R20182	0.98	***
T00154	R21229	0.98	***
T00154	R61516	0.98	***
T00154	R61510	0.98	***
T00154	R61509	0.98	***
T00154	R20409	0.98	***
T00154	R20994	0.98	***
T00154	R58270	0.98	***
T00154	R23531	0.98	***
T00154	R60797	0.98	***
T00154	R33077	0.98	***
T00154	R22141	0.98	***
T00154	R22142	0.98	***
T00154	R22907	0.98	***
T00154	R35126	0.98	***
T00154	R35128	0.98	***
T00154	R58280	0.98	***
T00154	R61504	0.98	***
T00154	R32909	0.98	***
T00154	R42085	0.98	***
T00154	R42086	0.98	***
T00154	R04736	0.98	***
T00154	R63593	0.98	***
T00154	R63634	0.98	***
T00154	R20639	0.98	***
T00154	R32912	0.98	***
T00154	R61519	0.98	***
T00154	R61566	0.98	***
T00154	R16941	0.98	***
T00154	R61512	0.98	***
T00154	R37095	0.98	***
T00154	R25638	0.98	***
T00154	R29086	0.98	***
T00154	R31845	0.98	***
T00154	R61514	0.98	***
T00154	R26028	0.98	***
T00154	R61521	0.98	***
T00154	R61515	0.98	***
T00154	R25845	0.98	***
T00154	R25993	0.98	***
T00154	R33173	0.98	***
T00154	R61518	0.98	***
T00154	R16955	0.98	***
T00154	R25045	0.98	***
T00154	R14867	0.98	***
T00154	R62609	0.98	***
T00154	R22905	0.98	***
T00154	R32287	0.98	***
T00154	R61522	0.98	***
T00154	R58346	0.98	***
T00154	R58351	0.98	***
T00154	R61503	0.98	***
T00154	R13353	0.98	***
T00154	R22901	0.98	***
T00154	R29179	0.98	***
T00154	R56288	0.98	***
T00154	R16611	0.98	***
T00163	R00322	0.98	***
T00163	R00343	0.98	***
T00163	R00356	0.98	***
T00163	R00362	0.98	***
T00163	R00366	0.98	***
T00163	R00309	0.98	***
T00163	R16162	0.98	***
T00163	R04240	0.98	***
T00163	R04241	0.98	***
T00163	R04242	0.98	***
T00163	R04110	0.98	***
T00163	R04577	0.98	***
T00163	R04045	0.98	***
T00163	R02906	0.98	***
T00163	R14826	0.98	***
T00163	R08102	0.98	***
T00163	R12540	0.98	***
T00163	R25053	0.98	***
T00163	R04501	0.98	***
T00163	R16066	0.98	***
T00163	R04356	0.98	***
T00163	R09519	0.98	***
T00163	R16774	0.98	***
T00163	R16776	0.98	***
T00163	R00454	0.98	***
T00163	R00455	0.98	***
T00163	R00456	0.98	***
T00163	R00471	0.98	***
T00163	R00592	0.98	***
T00163	R12331	0.98	***
T00163	R02710	0.98	***
T00163	R21737	0.98	***
T00163	R14781	0.98	***
T00163	R03105	0.98	***
T00163	R03104	0.98	***
T00163	R03694	0.98	***
T00163	R19934	0.98	***
T00163	R15485	0.98	***
T00163	R16161	0.98	***
T00163	R03738	0.98	***
T00163	R04963	0.98	***
T00163	R01508	0.98	***
T00163	R17209	0.98	***
T00163	R31325	0.98	***
T00163	R14791	0.98	***
T00163	R14792	0.98	***
T00163	R04029	0.98	***
T00163	R16061	0.98	***
T00163	R01559	0.98	***
T00163	R00777	0.98	***
T00163	R00779	0.98	***
T00163	R00780	0.98	***
T00163	R19112	0.98	***
T00163	R31321	0.98	***
T00163	R00479	0.98	***
T00163	R08487	0.98	***
T00163	R00963	0.98	***
T00163	R01053	0.98	***
T00163	R01062	0.98	***
T00163	R31316	0.98	***
T00163	R04882	0.98	***
T00163	R13230	0.98	***
T00163	R02378	0.98	***
T00163	R22891	0.98	***
T00163	R01215	0.98	***
T00163	R01358	0.98	***
T00163	R09520	0.98	***
T00163	R04884	0.98	***
T00163	R04578	0.98	***
T00163	R04579	0.98	***
T00166	R00352	0.98	***
T00166	R00362	0.98	***
T00166	R04110	0.98	***
T00166	R04577	0.98	***
T00166	R04753	0.98	***
T00166	R04578	0.98	***
T00166	R04579	0.98	***
T00167	R00343	0.98	***
T00167	R00349	0.98	***
T00167	R00352	0.98	***
T00167	R00356	0.98	***
T00167	R00362	0.98	***
T00167	R03910	0.98	***
T00167	R03924	0.98	***
T00167	R03433	0.98	***
T00167	R03909	0.98	***
T00167	R04111	0.98	***
T00167	R04112	0.98	***
T00167	R04045	0.98	***
T00167	R00807	0.98	***
T00167	R02427	0.98	***
T00167	R02437	0.98	***
T00167	R11553	0.98	***
T00167	R08102	0.98	***
T00167	R04356	0.98	***
T00167	R00288	0.98	***
T00167	R00455	0.98	***
T00167	R00471	0.98	***
T00167	R00592	0.98	***
T00167	R14721	0.98	***
T00167	R01258	0.98	***
T00167	R08493	0.98	***
T00167	R04385	0.98	***
T00167	R11552	0.98	***
T00167	R03918	0.98	***
T00167	R03186	0.98	***
T00167	R04029	0.98	***
T00167	R01559	0.98	***
T00167	R00777	0.98	***
T00167	R00479	0.98	***
T00167	R01067	0.98	***
T00167	R01358	0.98	***
T00167	R01383	0.98	***
T00168	R61153	0.98	***
T00168	R04704	0.98	***
T00168	R00699	0.98	***
T00168	R02173	0.98	***
T00168	R39203	0.98	***
T00168	R30510	0.98	***
T00168	R40311	0.98	***
T00168	R14436	0.98	***
T00168	R21071	0.98	***
T00168	R37622	0.98	***
T00168	R37626	0.98	***
T00168	R37631	0.98	***
T00168	R60309	0.98	***
T00168	R35327	0.98	***
T00168	R35458	0.98	***
T00168	R39859	0.98	***
T00168	R00923	0.98	***
T00168	R14486	0.98	***
T00168	R14492	0.98	***
T00168	R00940	0.98	***
T00168	R00943	0.98	***
T00168	R29952	0.98	***
T00168	R30935	0.98	***
T00168	R35342	0.98	***
T00168	R24123	0.98	***
T00168	R25474	0.98	***
T00168	R25475	0.98	***
T00168	R60487	0.98	***
T00168	R63623	0.98	***
T00168	R68249	0.98	***
T00168	R68253	0.98	***
T00168	R66698	0.98	***
T00168	R66699	0.98	***
T00168	R66701	0.98	***
T00168	R37632	0.98	***
T00168	R37636	0.98	***
T00168	R37640	0.98	***
T00168	R57945	0.98	***
T00168	R57950	0.98	***
T00168	R26907	0.98	***
T00168	R14565	0.98	***
T00168	R14483	0.98	***
T00168	R65612	0.98	***
T00168	R02951	0.98	***
T00168	R01058	0.98	***
T00170	R00333	0.98	***
T00170	R00335	0.98	***
T00170	R00337	0.98	***
T00174	R00340	0.98	***
T00174	R03066	0.98	***
T00174	R20775	0.98	***
T00174	R26025	0.98	***
T00174	R02009	0.98	***
T00174	R02631	0.98	***
T00174	R02634	0.98	***
T00174	R01752	0.98	***
T00174	R62493	0.98	***
T00174	R00521	0.98	***
T00174	R20754	0.98	***
T00174	R21156	0.98	***
T00174	R25947	0.98	***
T00174	R24120	0.98	***
T00174	R26339	0.98	***
T00174	R25917	0.98	***
T00174	R21666	0.98	***
T00174	R20671	0.98	***
T00174	R20672	0.98	***
T00174	R21369	0.98	***
T00174	R21374	0.98	***
T00174	R28614	0.98	***
T00174	R21847	0.98	***
T00174	R21851	0.98	***
T00174	R00506	0.98	***
T00174	R15678	0.98	***
T00174	R15679	0.98	***
T00174	R00761	0.98	***
T00174	R00766	0.98	***
T00174	R00768	0.98	***
T00174	R30409	0.98	***
T00174	R00956	0.98	***
T00174	R39385	0.98	***
T00174	R03038	0.98	***
T00174	R26029	0.98	***
T00174	R26196	0.98	***
T00174	R33437	0.98	***
T00174	R26295	0.98	***
T00174	R26297	0.98	***
T00174	R60254	0.98	***
T00174	R60255	0.98	***
T00174	R25844	0.98	***
T00174	R01455	0.98	***
T00174	R01443	0.98	***
T00174	R20674	0.98	***
T00174	R21800	0.98	***
T00174	R02209	0.98	***
T00174	R21436	0.98	***
T00174	R21445	0.98	***
T00174	R16612	0.98	***
T00176	R01175	0.98	***
T00176	R25647	0.98	***
T00176	R25649	0.98	***
T00176	R25650	0.98	***
T00176	R25651	0.98	***
T00176	R25652	0.98	***
T00176	R25653	0.98	***
T00176	R25654	0.98	***
T00176	R25655	0.98	***
T00176	R25656	0.98	***
T00176	R25657	0.98	***
T00176	R25658	0.98	***
T00176	R25659	0.98	***
T00176	R25660	0.98	***
T00176	R25661	0.98	***
T00176	R25662	0.98	***
T00176	R25663	0.98	***
T00176	R00506	0.98	***
T00176	R01311	0.98	***
T00176	R16681	0.98	***
T00176	R16684	0.98	***
T00176	R02209	0.98	***
T00177	R20671	0.98	***
T00177	R20672	0.98	***
T00177	R00506	0.98	***
T00177	R15678	0.98	***
T00177	R15679	0.98	***
T00177	R01311	0.98	***
T00177	R02209	0.98	***
T00178	R00506	0.98	***
T00178	R01311	0.98	***
T00181	R01627	0.98	***
T00182	R00705	0.98	***
T00185	R13280	0.98	***
T00186	R13280	0.98	***
T00190	R01003	0.98	***
T00191	R01006	0.98	***
T00192	R01009	0.98	***
T00197	R03156	0.98	***
T00200	R01012	0.98	***
T00202	R00639	0.98	***
T00202	R00138	0.98	***
T00204	R04244	0.98	***
T00204	R03109	0.98	***
T00204	R02139	0.98	***
T00204	R04467	0.98	***
T00204	R32066	0.98	***
T00204	R04046	0.98	***
T00204	R16617	0.98	***
T00204	R18521	0.98	***
T00204	R18522	0.98	***
T00204	R03471	0.98	***
T00204	R04418	0.98	***
T00204	R00881	0.98	***
T00204	R00882	0.98	***
T00204	R00883	0.98	***
T00204	R00240	0.98	***
T00204	R00241	0.98	***
T00204	R00242	0.98	***
T00204	R02898	0.98	***
T00204	R03074	0.98	***
T00204	R08512	0.98	***
T00207	R05108	0.98	***
T00207	R05109	0.98	***
T00207	R05110	0.98	***
T00207	R05111	0.98	***
T00207	R05112	0.98	***
T00207	R05113	0.98	***
T00207	R05114	0.98	***
T00207	R05115	0.98	***
T00207	R05116	0.98	***
T00207	R05117	0.98	***
T00207	R05118	0.98	***
T00207	R18523	0.98	***
T00207	R18524	0.98	***
T00207	R18525	0.98	***
T00207	R18526	0.98	***
T00207	R04157	0.98	***
T00207	R07524	0.98	***
T00207	R07525	0.98	***
T00207	R07526	0.98	***
T00207	R07527	0.98	***
T00207	R07528	0.98	***
T00207	R07529	0.98	***
T00207	R07530	0.98	***
T00207	R07531	0.98	***
T00207	R07532	0.98	***
T00207	R07533	0.98	***
T00207	R07534	0.98	***
T00207	R07535	0.98	***
T00207	R07536	0.98	***
T00207	R07537	0.98	***
T00207	R07538	0.98	***
T00207	R07539	0.98	***
T00207	R07540	0.98	***
T00207	R07541	0.98	***
T00207	R07542	0.98	***
T00207	R07543	0.98	***
T00207	R07544	0.98	***
T00207	R07545	0.98	***
T00207	R07546	0.98	***
T00207	R07547	0.98	***
T00207	R07548	0.98	***
T00207	R07549	0.98	***
T00207	R07550	0.98	***
T00207	R07551	0.98	***
T00207	R07552	0.98	***
T00207	R02139	0.98	***
T00207	R04523	0.98	***
T00207	R39582	0.98	***
T00207	R32066	0.98	***
T00207	R40044	0.98	***
T00207	R00460	0.98	***
T00207	R18521	0.98	***
T00207	R18522	0.98	***
T00207	R68061	0.98	***
T00207	R68062	0.98	***
T00207	R00850	0.98	***
T00207	R04158	0.98	***
T00207	R00881	0.98	***
T00207	R00882	0.98	***
T00207	R00884	0.98	***
T00207	R00241	0.98	***
T00207	R00242	0.98	***
T00207	R00913	0.98	***
T00207	R04712	0.98	***
T00221	R00326	0.98	***
T00221	R00329	0.98	***
T00221	R00330	0.98	***
T00221	R03879	0.98	***
T00221	R00310	0.98	***
T00221	R00311	0.98	***
T00221	R02141	0.98	***
T00221	R04539	0.98	***
T00221	R04555	0.98	***
T00221	R01801	0.98	***
T00221	R09550	0.98	***
T00221	R09551	0.98	***
T00221	R11777	0.98	***
T00221	R09600	0.98	***
T00221	R09601	0.98	***
T00221	R08811	0.98	***
T00221	R08803	0.98	***
T00221	R08804	0.98	***
T00221	R08805	0.98	***
T00221	R08806	0.98	***
T00221	R08807	0.98	***
T00221	R08808	0.98	***
T00221	R01851	0.98	***
T00221	R01852	0.98	***
T00221	R08798	0.98	***
T00221	R08799	0.98	***
T00221	R08507	0.98	***
T00221	R08508	0.98	***
T00221	R08663	0.98	***
T00221	R08817	0.98	***
T00221	R09584	0.98	***
T00221	R08900	0.98	***
T00222	R00355	0.98	***
T00222	R00365	0.98	***
T00222	R02142	0.98	***
T00223	R00343	0.98	***
T00223	R00348	0.98	***
T00223	R00349	0.98	***
T00223	R00351	0.98	***
